date,open,high,low,close,volume
2014-01-02,72.3712,73.1551,71.7606,72.0249,2505462
2014-01-03,72.0522,72.7723,71.7697,71.7788,1916517
2014-01-06,73.2007,73.2098,72.0067,72.4533,3605777
2014-01-07,72.508,72.8088,72.1434,72.745,2809978
2014-01-08,72.3804,72.3986,70.9129,71.2501,4266156
2014-01-09,71.3413,71.3413,70.1928,70.8855,3380948
2014-01-10,70.922,71.4507,70.5574,71.1408,2615640
2014-01-13,71.004,71.2501,69.7735,69.9467,4021553
2014-01-14,69.9923,70.767,69.7918,70.6668,3127341
2014-01-15,70.8217,71.004,70.0834,70.3478,3427395
2014-01-16,70.4845,70.603,70.0287,70.3295,1865763
2014-01-17,70.7306,70.7306,69.9923,70.1564,2828315
2014-01-21,70.6759,71.0769,69.6095,70.3204,3661745
2014-01-22,70.4571,70.84,70.2657,70.7124,2183718
2014-01-23,70.3204,70.3204,69.099,69.3816,7956303
2014-01-24,68.7527,68.8438,67.431,67.4493,8067464
2014-01-27,67.3764,67.6316,66.711,66.8204,5360880
2014-01-28,66.9571,67.0938,66.4831,66.8204,4261446
2014-01-29,66.5651,67.2032,66.237,66.5651,3854079
2014-01-30,66.7565,67.5313,66.6381,67.1303,4831447
2014-01-31,68.1785,68.9623,66.6654,68.3699,9563448
2014-02-03,68.5339,68.5339,66.8386,67.2214,7473359
2014-02-04,67.6042,68.1146,67.4584,67.9141,3740638
2014-02-05,67.6316,67.7683,66.6289,66.8112,5168574
2014-02-06,67.1211,67.905,66.8477,67.504,4148795
2014-02-07,67.9324,68.5157,67.5404,68.4246,4279052
2014-02-10,68.3243,68.379,67.6224,68.3607,3568283
2014-02-11,68.2969,69.0535,68.224,68.9076,4418951
2014-02-12,69.3634,69.4454,68.9897,69.2905,3043303
2014-02-13,68.9441,69.393,68.6615,69.2175,5197902
2014-02-14,69.3178,69.9832,68.9623,69.655,5075043
2014-02-18,69.7462,69.7735,68.5886,69.6368,3126341
2014-02-19,69.5001,70.4116,69.2996,69.6915,3837690
2014-02-20,69.6915,69.8828,69.1902,69.6186,3727322
2014-02-21,69.336,69.3634,68.0417,68.1785,5264825
2014-02-24,68.3425,70.0105,68.3425,69.2175,6324473
2014-02-25,68.8256,68.8621,67.3125,68.2058,5625483
2014-02-26,67.9324,68.1693,67.3217,67.7592,3670077
2014-02-27,67.905,68.3735,67.6954,68.0873,5339488
2014-02-28,68.3243,70.5483,68.2423,70.2202,6419360
2014-03-03,69.8009,70.7215,69.564,70.2019,3948074
2014-03-04,70.8673,71.2319,70.3022,70.9493,2930453
2014-03-05,70.8673,71.2319,70.2749,70.6212,3020243
2014-03-06,70.5939,71.4142,70.4389,71.3048,1867319
2014-03-07,71.6968,72.0796,71.3322,72.0613,3617511
2014-03-10,71.8517,72.0249,71.3048,71.9246,2435963
2014-03-11,72.0158,72.116,70.8491,71.1681,3193268
2014-03-12,70.6834,71.0035,70.0615,70.7017,4839052
2014-03-13,70.656,70.7108,68.1593,68.7538,7832452
2014-03-14,68.8269,69.1836,67.9947,68.2233,3953435
2014-03-17,67.9307,68.5498,66.847,67.7386,6024296
2014-03-18,68.0496,68.6715,67.8027,67.9398,3483326
2014-03-19,67.885,68.1502,67.2997,67.6655,4102361
2014-03-20,67.5557,67.949,67.0436,67.4186,4902362
2014-03-21,68.141,68.6074,67.7844,68.1045,5608815
2014-03-24,68.1776,68.6806,67.5557,67.8118,3072170
2014-03-25,68.3056,68.5526,68.0633,68.388,2683330
2014-03-26,68.7172,69.0373,68.2233,68.3788,3021305
2014-03-27,68.3605,69.6957,68.3056,69.5311,4400490
2014-03-28,70.0432,71.0584,69.5403,71.0309,3808506
2014-03-31,71.2413,71.3327,70.7017,71.2138,3633154
2014-04-01,71.1681,71.5613,70.6834,71.3876,2931057
2014-04-02,71.5431,71.8906,71.3144,71.7443,3267631
2014-04-03,71.7443,72.1649,71.3784,71.479,2853989
2014-04-04,71.9089,72.6588,71.5979,72.2107,3681986
2014-04-07,71.8266,71.9912,70.5188,70.592,3873766
2014-04-08,70.4182,71.79,70.3636,71.4425,3558247
2014-04-09,71.6619,72.1283,71.0675,72.0278,2658984
2014-04-10,72.0186,72.6862,71.4882,71.8906,3170694
2014-04-11,71.5156,72.1283,71.0584,71.479,3579745
2014-04-14,71.6985,73.084,71.4882,72.7136,4234234
2014-04-15,72.7777,74.1769,72.5582,73.8111,4195184
2014-04-16,74.2409,74.7585,73.7471,74.3415,3515356
2014-04-17,74.561,75.6767,74.2135,75.3292,4636714
2014-04-21,75.192,75.4938,74.8445,75.3932,2294681
2014-04-22,74.9908,75.5898,74.6433,75.2011,1973050
2014-04-23,75.128,76.0425,75.0823,75.5852,3343790
2014-04-24,75.9053,75.9053,75.0274,75.7956,5272130
2014-04-25,75.6675,76.6552,75.2834,76.3351,4848795
2014-04-28,73.4727,73.6099,70.4822,70.7017,10833030
2014-04-29,71.3876,72.8965,70.7291,71.4333,7251480
2014-04-30,71.3327,72.0918,70.8846,71.8174,3786722
2014-05-01,71.8997,72.4759,71.5613,72.0643,3715970
2014-05-02,72.2198,73.5916,72.0186,72.613,3401402
2014-05-05,72.485,73.555,72.2472,73.052,2845007
2014-05-06,73.3264,73.7471,72.9789,73.2258,2116212
2014-05-07,73.5001,74.0854,73.162,73.7836,1977614
2014-05-08,73.6556,74.0031,73.3721,73.4453,2555262
2014-05-09,73.6007,73.7013,72.9057,73.1709,2589797
2014-05-12,73.3721,74.058,73.1526,73.5459,2312101
2014-05-13,73.6739,74.4604,73.619,74.3781,3065521
2014-05-14,74.2683,74.6158,73.9071,74.1037,3481704
2014-05-15,73.8659,74.0854,73.0703,73.5641,4705117
2014-05-16,73.619,74.8902,73.4544,74.6524,4524014
2014-05-19,74.3049,75.4023,74.2135,75.2652,3128896
2014-05-20,75.1188,75.4298,74.9359,75.0548,3695142
2014-05-21,75.1737,76.1065,75.0823,75.32,2836629
2014-05-22,75.3475,75.6675,74.8811,75.3566,2081316
2014-05-23,75.6584,75.9053,74.6616,74.8993,2455171
2014-05-27,75.2286,75.3475,74.6799,74.9268,2248777
2014-05-28,74.9908,75.1829,74.3964,74.8719,2157400
2014-05-29,75.2103,75.2653,74.6158,75.064,3456310
2014-05-30,74.8079,75.0018,74.5427,67.4734,3579415
2014-06-02,68.3148,68.8635,67.4826,67.8484,4134751
2014-06-03,67.9215,69.5494,67.5832,69.522,4756113
2014-06-04,69.4122,70.0067,68.8178,69.7872,4771743
2014-06-05,70.153,70.217,69.5037,69.7323,2816183
2014-06-06,70.1438,70.6102,69.9793,70.5462,2023992
2014-06-09,70.5645,71.7763,70.5645,71.3876,3130825
2014-06-10,71.2687,71.9226,71.1772,71.7534,2952494
2014-06-11,70.7507,70.7507,69.8078,70.2631,4933306
2014-06-12,70.5667,71.2199,70.4471,70.8887,3664087
