date,open,high,low,close,volume
2014-01-02,13.9359,14.2553,13.8355,14.2097,783829
2014-01-03,14.1823,14.4013,14.1549,14.2188,465133
2014-01-06,14.31,14.3192,13.7351,13.872,839349
2014-01-07,13.7442,13.9997,13.6347,13.8629,498721
2014-01-08,13.7898,13.9176,13.5617,13.7807,694508
2014-01-09,13.8537,13.9632,13.6788,13.8355,573148
2014-01-10,13.8446,13.872,13.6712,13.8355,259359
2014-01-13,13.7533,13.8994,13.6621,13.7168,457430
2014-01-14,13.7807,13.8994,13.6895,13.8172,353904
2014-01-15,13.7533,14.0089,13.6986,13.9632,435030
2014-01-16,13.8902,14.2005,13.8081,14.0819,672735
2014-01-17,13.6164,13.6621,13.3244,13.4248,1497765
2014-01-21,13.3883,13.4521,13.0324,13.151,1237501
2014-01-22,12.9959,13.2058,12.7951,13.1601,1114714
2014-01-23,12.9593,13.256,12.4757,13.2058,1578968
2014-01-24,13.1693,13.224,12.4118,12.6947,1269780
2014-01-27,12.6399,13.1008,12.3023,12.3935,1417228
2014-01-28,12.5669,12.7859,12.3999,12.6764,1122897
2014-01-29,12.5122,12.5852,12.2247,12.2384,1052957
2014-01-30,12.2384,12.5395,12.211,12.3205,628569
2014-01-31,12.2475,12.4757,12.1838,12.3114,803259
2014-02-03,12.2749,12.6217,11.9828,12.1289,1217788
2014-02-04,13.0506,13.1775,11.8277,12.2475,1906916
2014-02-05,12.2658,12.2658,11.709,12.1927,1112124
2014-02-06,12.5213,12.5669,12.1562,12.3296,849798
2014-02-07,12.3479,12.4391,12.0376,12.0923,542674
2014-02-10,12.0558,12.1927,12.0011,12.0923,478073
2014-02-11,12.1197,12.1471,12.0102,12.0923,620006
2014-02-12,12.0832,12.3205,11.9737,12.2475,557409
2014-02-13,12.2384,12.5669,12.1471,12.5213,665267
2014-02-14,12.8042,14.1458,12.8042,13.4522,2970144
2014-02-18,13.4522,13.5343,12.8681,12.9502,1338349
2014-02-19,12.8681,13.0324,12.7586,12.8772,643638
2014-02-20,13.2058,13.5891,12.9867,13.2788,1206879
2014-02-21,13.2696,13.5068,13.1327,13.2058,618286
2014-02-24,13.2331,13.6438,13.224,13.4065,1000258
2014-02-25,13.4704,13.726,13.443,13.5343,1135041
2014-02-26,13.5161,14.1275,13.4522,13.5069,4069397
2014-02-27,13.443,13.9176,13.3244,13.4248,962023
2014-02-28,13.4248,13.6895,13.3427,13.5526,772061
2014-03-03,13.5069,13.799,13.4704,13.6073,644332
2014-03-04,13.6712,13.9267,13.653,13.7533,621499
2014-03-05,13.7807,13.9359,13.5799,13.6986,722697
2014-03-06,13.6895,13.8629,13.6347,13.7625,848996
2014-03-07,13.6895,14.4196,13.6712,14.2553,2312181
2014-03-10,14.237,14.5291,13.9632,14.4652,1266185
2014-03-11,14.4013,14.4196,13.7898,13.8811,1291890
2014-03-12,13.872,14.31,13.799,14.1001,1567477
2014-03-13,14.164,14.2239,13.7533,13.8994,771394
2014-03-14,13.5982,13.9176,13.443,13.6164,2607503
2014-03-17,13.6986,13.9085,13.5891,13.8355,758287
2014-03-18,13.8172,13.9267,13.7625,13.8811,1107706
2014-03-19,13.8355,13.9313,13.6621,13.7442,1350115
2014-03-20,13.6895,13.7807,13.5982,13.726,652482
2014-03-21,13.726,13.9085,13.6895,13.8446,1228961
2014-03-24,13.6986,13.9085,13.6803,13.7716,606195
2014-03-25,13.7807,13.872,13.5891,13.7168,747458
2014-03-26,13.6895,13.7533,13.5069,13.5982,904026
2014-03-27,13.5434,13.694,13.4795,13.6256,542881
2014-03-28,13.6438,13.7351,13.5891,13.6803,693871
2014-03-31,13.7077,13.7077,13.5617,13.6712,1327294
2014-04-01,13.6712,13.8355,13.5708,13.6895,1405931
2014-04-02,13.6986,13.7716,13.5526,13.6895,1917308
2014-04-03,13.7442,13.8994,13.6803,13.7898,1752154
2014-04-04,13.8172,13.9085,13.7807,13.8811,1867522
2014-04-07,13.8263,13.9085,13.8172,13.8629,1052944
2014-04-08,13.9085,14.0363,13.872,13.9359,954149
2014-04-09,13.8994,14.0089,13.8994,13.9815,515508
2014-04-10,14.0089,14.31,13.9176,14.1731,594050
2014-04-11,14.1549,14.2188,13.8355,14.0363,740249
2014-04-14,14.1366,14.3648,14.0454,14.2279,968801
2014-04-15,14.3648,14.4013,14.1458,14.2462,1233755
2014-04-16,14.3465,14.4013,14.1823,14.3739,822349
2014-04-17,14.4013,14.4287,14.1549,14.3739,429388
2014-04-21,14.3465,14.4104,14.2142,14.2918,301150
2014-04-22,14.2827,14.3831,14.2097,14.2827,546656
2014-04-23,14.3374,14.4424,14.2462,14.3831,732019
2014-04-24,14.4013,14.4196,14.2142,14.2644,435303
